"Table S1. Feature ranking from tree model-based feature importance scores with pangenome feature sets for
vancomycin-resistance prediction models. ""Avg feat importance ranking"" are averaged across 5-fold cross validation sets. ",,,,,,,,,
Feature,Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Avg feat importance ranking,Antibiotic,Classifier,Annotation
vanH,8,15,1,5,1,2.33,Vancomycin,random forest,Prokka
vanA,2,5,8,1,17,8.67,Vancomycin,random forest,Prokka
vanX,1,1,10,19,2,10.33,Vancomycin,random forest,Prokka
walR_2,4,2,4,28,6,12.67,Vancomycin,random forest,Prokka
group_12601,17,26,13,31,18,20.67,Vancomycin,random forest,Prokka
group_2024,21,55,36,33,8,25.67,Vancomycin,random forest,Prokka
group_22090,6,14,17,26,37,26.67,Vancomycin,random forest,Prokka
dgaR_4,47,69,67,8,5,26.67,Vancomycin,random forest,Prokka
group_12771,7,134,32,37,19,29.33,Vancomycin,random forest,Prokka
group_7909,25,117,27,32,44,34.33,Vancomycin,random forest,Prokka
group_9261,9,44,28,65,31,41.33,Vancomycin,random forest,Prokka
cutD,11,8,31,55,77,54.33,Vancomycin,random forest,Prokka
group_21925,50,78,53,60,56,56.33,Vancomycin,random forest,Prokka
group_9869,22,172,42,9,132,61,Vancomycin,random forest,Prokka
ngcG,3,287,22,156,9,62.33,Vancomycin,random forest,Prokka
group_21502,5,49,87,13,88,62.67,Vancomycin,random forest,Prokka
group_21897,28,546,37,94,74,68.33,Vancomycin,random forest,Prokka
group_692,42,43,54,155,68,92.33,Vancomycin,random forest,Prokka
yciC,15,487,74,47,169,96.67,Vancomycin,random forest,Prokka
group_22171,18,135,179,38,76,97.67,Vancomycin,random forest,Prokka
group_21920,27,141,82,20,198,100,Vancomycin,random forest,Prokka
group_22204,30,90,325,23,35,127.67,Vancomycin,random forest,Prokka
group_22065,31,51,120,153,127,133.33,Vancomycin,random forest,Prokka
group_22001,19,66,93,178,134,135,Vancomycin,random forest,Prokka
group_7851,46,54,121,105,207,144.33,Vancomycin,random forest,Prokka
araN_2,10,150,215,188,43,148.67,Vancomycin,random forest,Prokka
group_22129,33,324,222,27,225,158,Vancomycin,random forest,Prokka
group_12647,24,37,293,79,124,165.33,Vancomycin,random forest,Prokka
group_21983,29,483,40,190,281,170.33,Vancomycin,random forest,Prokka
group_12746,35,234,193,248,152,197.67,Vancomycin,random forest,Prokka
group_12653,32,52,107,438,78,207.67,Vancomycin,random forest,Prokka
group_12766,49,152,88,146,408,214,Vancomycin,random forest,Prokka
licC_4,12,1313,18,234,571,274.33,Vancomycin,random forest,Prokka
group_18638,34,252,56,631,157,281.33,Vancomycin,random forest,Prokka
group_159,13,11,69,768,116,317.67,Vancomycin,random forest,Prokka
group_22161,36,142,342,233,587,387.33,Vancomycin,random forest,Prokka
group_21996,40,507,393,138,636,389,Vancomycin,random forest,Prokka
group_9867,44,261,354,193,856,467.67,Vancomycin,random forest,Prokka
group_9970,23,127,862,593,100,518.33,Vancomycin,random forest,Prokka
group_18637,43,222,1486,75,163,574.67,Vancomycin,random forest,Prokka
group_22246,37,212,131,225,2533,963,Vancomycin,random forest,Prokka
group_9934,45,413,3135,50,193,1126,Vancomycin,random forest,Prokka
frlD,41,75,2177,58,1902,1379,Vancomycin,random forest,Prokka
group_5481,16,360,312,15262,103,5225.67,Vancomycin,random forest,Prokka
group_2858,26,2065,189,15648,99,5312,Vancomycin,random forest,Prokka
group_22229,48,167,15564,201,175,5313.33,Vancomycin,random forest,Prokka
group_22223,38,159,126,15883,160,5389.67,Vancomycin,random forest,Prokka
group_18633,39,589,244,15948,107,5433,Vancomycin,random forest,Prokka
group_9932,14,24,16059,66,1442,5855.67,Vancomycin,random forest,Prokka
group_22003,20,210,963,725,17926,6538,Vancomycin,random forest,Prokka
D-alanine--(R)-lactate ligase (EC 6.1.2.1) > VanA,2,3,1,1,3,1.67,Vancomycin,gradient boosting,RASTtk
D-alanyl-D-alanine dipeptidase (EC 3.4.13.22) of vancomycin resistance > VanX,1,1,2,3,1,2,Vancomycin,gradient boosting,RASTtk
"D-lactate dehydrogenase VanH, associated with vancomycin resistance (EC 1.1.1.28)",3,2,3,2,2,2.33,Vancomycin,gradient boosting,RASTtk
group_10747,48,78,675,662,700,679,Vancomycin,gradient boosting,RASTtk
group_12025,33,84,38,107,3742,1295.67,Vancomycin,gradient boosting,RASTtk
group_27188,34,1210,1251,1404,1571,1408.67,Vancomycin,gradient boosting,RASTtk
